ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
433	BASC complex (BRCA1-associated genome surveillance complex)	Human	None	None	O60934;P35249;P35250;P35251;P38398;P40692;P43246;P49959;P52701;P54132;Q13315;Q92878	4683;5984;5982;5981;672;4292;4436;4361;2956;641;472;10111	MI:0071- molecular sieving; MI:0226- ion exchange chromatography; MI:0019- coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	NBN;RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MRE11A;MSH6;BLM;ATM;RAD50	None	10783165	The BASC complex may serve as a sensor for DNA damage.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	NBS, NBS1, P95;None;None;RFC140;RNF53;COCA2;None;HNGS1, MRE11;GTBP;RECQ2 RECQL3;None;None	Nibrin;Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2;Double-strand break repair protein MRE11A;DNA mismatch repair protein Msh6;Bloom syndrome protein;Serine-protein kinase ATM;DNA repair protein RAD50
434	BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P35249;P35250;P35251;P38398;P40692;P43246;P52701;P54132	5984;5982;5981;672;4292;4436;2956;641	MI:0007- anti tag coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MSH6;BLM	None	10783165	For isolation of the BASC complex (Ab 80), polyclonal antibodies against GST-BRCA1 1021-1552 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;RFC140;RNF53;COCA2;None;GTBP;RECQ2 RECQL3	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6;Bloom syndrome protein
435	BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P35249;P35250;P35251;P38398;P40692;Q13315	5984;5982;5981;672;4292;472	MI:0071- molecular sieving; MI:0226- ion exchange chromatography; MI:0019- coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	RFC4;RFC2;RFC1;BRCA1;MLH1;ATM	None	10783165	For isolation of the BASC complex (Ab 81), polyclonal antibodies against GST-BRCA1 1501-1861 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;RFC140;RNF53;COCA2;None	Replication factor C subunit 4;Replication factor C subunit 2;Replication factor C subunit 1;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Mlh1;Serine-protein kinase ATM
436	BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)	Human	None	None	P38398;P52701;Q92878	672;2956;10111	MI:0007- anti tag coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	BRCA1;MSH6;RAD50	None	10783165	For isolation of the BASC complex (Ab C-20), polyclonal antibodies against the carboxy-terminal epitope of BRCA1 were used.	BRCA1 is involved in breast cancer.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	RNF53;GTBP;None	Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Msh6;DNA repair protein RAD50
437	AQP2-binding multiprotein force generator complex	Rat	None	kidney	D3ZRD9;P13832;P16086;P18666;P34080;P48037;P60711;P63259;Q07936;Q62812;Q63610;Q68FP1;Q6I7S1;Q7TQ08;Q9QXQ0	362107;501203;64159;50685;25386;79125;81822;287876;56611;25745;117557;296654;None;298975;63836	MI:0004-affinity chromatography technologies	GO:0006886;GO:0006605;GO:0015031;GO:0015267;GO:0050801;GO:0006873;GO:0005886	intracellular protein transport;protein targeting;protein transport;channel activity;ion homeostasis;cellular ion homeostasis;plasma membrane	14.04;20.01.10;20.03.01;34.01;70.02	protein targeting, sorting and translocation;protein transport;channel / pore class transport;homeostasis;eukaryotic plasma membrane / membrane attached	Aif1l;Rlc-a;Sptan1;Myl12b;Aqp2;Anxa6;Actb;Actg1;Anxa2;Myh9;Tpm3;Gsn;Sipa1;Scin;Actn4	None	15823548	None	None	Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat)	RGD1305081_predicted, rCG_45851;None;Spna2 Spta2;Mrlc2 Mrlcb Mylc2b;None;Anx6;None;Actg;Anx2;None;Tpm5;None;SPA-1;Scind;None	Protein Aif1l;Myosin regulatory light chain RLC-A;Spectrin alpha chain, non-erythrocytic 1;Myosin regulatory light chain 12B;Aquaporin-2;Annexin A6;Actin, cytoplasmic 1;Actin, cytoplasmic 2;Annexin A2;Myosin-9;Tropomyosin alpha-3 chain;Gelsolin;GTPase-activating protein;Scinderin;Alpha-actinin-4
438	GCN5-TRRAP histone acetyltransferase complex	Human	GCN5-TRRAP-HAT complex	None	O75486;O75528;O75529;P38398;P43246;P52701;Q12962;Q16594;Q92830;Q9Y4A5	8464;10474;27097;672;4436;2956;6881;6880;2648;8295	MI:0004- affinity chromatography technologies; MI:0029- cosedimentation through density gradients	GO:0006281;GO:0006265;GO:2001141;GO:0006355;GO:0006974;GO:0051276	DNA repair;DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular response to DNA damage stimulus;chromosome organization	10.01.05.01;10.01.09.05;11.02.03.04;32.01.09;42.10.03	DNA repair;DNA conformation modification (e.g. chromatin);transcriptional control;DNA damage response;organization of chromosome structure	SUPT3H;TADA3;TAF5L;BRCA1;MSH2;MSH6;TAF10;TAF9;KAT2A;TRRAP	None	16260778	hGCN5/TRRAP HAT complex subclass is required for the multiple functions of BRCA1 (PMID:16260778).	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	SPT3;ADA3, TADA3L;PAF65B;RNF53;None;GTBP;TAF2A TAF2H TAFII30;TAF2G TAFII31;GCN5, GCN5L2, HGCN5;PAF400	Transcription initiation protein SPT3 homolog;Transcriptional adapter 3;TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L;Breast cancer type 1 susceptibility protein;DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6;Transcription initiation factor TFIID subunit 10;Transcription initiation factor TFIID subunit 9;Histone acetyltransferase KAT2A;Transformation/transcription domain-associated protein
439	Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)	Bovine	None	None	P23727;P32871	282307;282306	MI:0226-ion exchange chromatography;MI:0004-affinity chromatography technologies	GO:0005524;GO:0005886;GO:0046854;GO:0048015	ATP binding;plasma membrane;phosphatidylinositol phosphorylation;phosphatidylinositol-mediated signaling	16.19.03;70.02	ATP binding;eukaryotic plasma membrane / membrane attached	PIK3R1;PIK3CA	None	8383968	Phosphatidylinositol 3-kinases (PI3Ks) are lipid kinases that phosphorylate phosphatidylinositol 4,5-bisphosphate at the 3-position of the inositol ring, and thus generate phosphatidylinositol 3,4,5-trisphosphate (PIP3 ), which, in turn, initiates a vast array of signaling events. PI3Ks are heterodimers, composed of catalytic and regulatory subunits, that are activated by growth factor-receptor tyrosine kinases.	None	Bos taurus (Bovine);Bos taurus (Bovine)	None;None	Phosphatidylinositol 3-kinase regulatory subunit alpha;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
440	Succinate dehydrogenase complex II, mitochondrial	Mouse	Succinate ubiquinone oxidoreductase; Succinate dehydrogenase complex II (EC 1.3.5.1), mitochondrial	None	Q8K2B3;Q9CQA3;Q9CXV1;Q9CZB0	66945;67680;66925;66052	MI:0069-mass spectrometry studies of complexes;MI:0019-coimmunoprecipitation	GO:0019751;GO:0019752;GO:0009313;GO:0016139;GO:0006091;GO:0051536;GO:0006818;GO:0022904;GO:0005743	polyol metabolic process;carboxylic acid metabolic process;oligosaccharide catabolic process;glycoside catabolic process;generation of precursor metabolites and energy;iron-sulfur cluster binding;hydrogen transport;respiratory electron transport chain;mitochondrial inner membrane	01.05.02.07;01;16.21.08;20.01.15;02.11.07;70.16.05	sugar, glucoside, polyol and carboxylate catabolism;METABOLISM;Fe/S binding;electron transport;regulation of electron transport and membrane-associated energy conservation;mitochondrial inner membrane	Sdha;Sdhb;Sdhd;Sdhc	None	16120479	The enzyme complex is a heterotetramer divided into three domains: SDHA, the catalytic domain; SDHB, the electron transfer subunit; SDHC/SDHD, the dimeric membrane anchor that contains beta-type heme.	Paraganglioma syndrome type 4 is caused by a mutation in the SDHB gene (PMID:17143317).	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	None;None;None;None	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial;Succinate dehydrogenase cytochrome b560 subunit, mitochondrial
441	TFTC-type histone acetyl transferase complex	Human	None	None	O60244;O75448;P03372;Q15648;Q92830;Q93074;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y4A5	9282;9862;2099;5469;2648;9968;9440;9969;9439;10025;8295	MI:0091-chromatography technologies;MI:0029-cosedimentation through density gradients;MI:0096-pull down	GO:0006265;GO:2001141;GO:0006355;GO:0023052;GO:0051276;GO:0005634;GO:0005102;GO:0016573	DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;signaling;chromosome organization;nucleus;receptor binding;histone acetylation	10.01.09.05;11.02.03.04;30.01;42.10.03;70.10;16.01.01	DNA conformation modification (e.g. chromatin);transcriptional control;cellular signalling;organization of chromosome structure;nucleus;receptor binding	MED14;MED24;ESR1;MED1;KAT2A;MED12;MED17;MED13;MED23;MED16;TRRAP	None	11931763	This complex is a coactivator of estrogen receptor alpha (ERalpha).	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	ARC150, CRSP2, CXorf4, DRIP150, EXLM1, RGR1, TRAP170;ARC100, CRSP4, DRIP100, KIAA0130, THRAP4, TRAP100;ESRA, NR3A1;ARC205, CRSP1, CRSP200, DRIP205, DRIP230, PBP, PPARBP, PPARGBP, RB18A, TRAP220, TRIP2;GCN5, GCN5L2, HGCN5;TRAP230, ARC240, CAGH45, HOPA, KIAA0192, TNRC11;ARC77, CRSP6, DRIP77, DRIP80, TRAP80;TRAP240, ARC250, KIAA0593, THRAP1;ARC130, CRSP3, DRIP130, KIAA1216, SUR2, hSUR2;DRIP92, THRAP5, TRAP95;PAF400	Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 24;Estrogen receptor;Mediator of RNA polymerase II transcription subunit 1;Histone acetyltransferase KAT2A;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 23;Mediator of RNA polymerase II transcription subunit 16;Transformation/transcription domain-associated protein
442	Vacuolar ATPase	Bovine	None	None	O46563;P11019;P21282;P23956;P31404;P31408;P39942;P61420;P79251;Q28029;Q29466	282657;287017;338089;550622;282147;338082;404152;282148;281641;282405;286768	MI:0019-coimmunoprecipitation	GO:0006195;GO:0006145;GO:0005515;GO:0008324;GO:0006812;GO:0042626;GO:0016192;GO:0005886	purine nucleotide catabolic process;purine nucleobase catabolic process;protein binding;cation transmembrane transporter activity;cation transport;ATPase activity, coupled to transmembrane movement of substances;vesicle-mediated transport;plasma membrane	01.03.01.01;16.01;20.01.01.01;20.03.22;20.09.07;70.02	purine nucleotide /nucleoside/nucleobase catabolism;protein binding;cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.);transport ATPases;vesicular transport (Golgi network, etc.);eukaryotic plasma membrane / membrane attached	ATP6V1H;ATP6V1E1;ATP6V1C1;ATP6V0C;ATP6V1A;ATP6V1B2;ATP6V1D;ATP6V0D1;ATP6V1G1;ATP6V1F;ATP6V0A1	None	15269204	The complex is found in both the endomembrane system of subcellular organelles and the plasma membrane of certain specialized cells.The function of the V-ATPase is to pump protons across the membrane bilayer, a process powered by hydrolysis of ATP.The V-ATPase is a large, multisubunit complex that can be divided into three domains: a water-soluble V1, which is responsible for binding and hydrolysis of ATP; a membrane embedded V0, which contains the proton translocation pore; and a stalk domain, which functions as a structural and functional connection between the V1 and V0.	None	Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine);Bos taurus (Bovine)	None;ATP6E;ATP6C VATC;ATP6C ATP6L;ATP6A1 ATP6V1A1;ATP6B2;ATP6M VATD;ATP6D VPATPD;ATP6G ATP6G1;ATP6S14 VATF;ATP6N1 VPP1	V-type proton ATPase subunit H;V-type proton ATPase subunit E 1;V-type proton ATPase subunit C 1;V-type proton ATPase 16 kDa proteolipid subunit;V-type proton ATPase catalytic subunit A;V-type proton ATPase subunit B, brain isoform;V-type proton ATPase subunit D;V-type proton ATPase subunit d 1;V-type proton ATPase subunit G 1;V-type proton ATPase subunit F;V-type proton ATPase 116 kDa subunit a isoform 1
443	BP-SMAD complex	Human	None	None	O14867;O15198;O95452;P17980;P19447;P50539;Q13118;Q15582	571;4093;10804;5702;2071;4601;7071;7045	MI:0019- coimmunoprecipitation	GO:0045893;GO:0005634	positive regulation of transcription, DNA-templated;nucleus	11.02.03.04.01;70.10	transcription activation;nucleus	BACH1;SMAD9;GJB6;PSMC3;ERCC3;MXI1;KLF10;TGFBI	None	16101586	Homozygous knockout mice for the homeobox protein Msx1 (Hox7) die at birth exhibiting severe abnormalities limited to the craniofacial region, including a complete cleft of the secondary palate. Results suggest that the BP-SMAD complex is required for transcriptional activation of the mouse Msx1 gene.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	;MADH6 MADH9;;TBP1;XPB, XPBC;BHLHC11;TIEG TIEG1;BIGH3	Transcription regulator protein BACH1 ;Mothers against decapentaplegic homolog 9 ;Gap junction beta-6 protein ;26S protease regulatory subunit 6A;TFIIH basal transcription factor complex helicase XPB subunit;Max-interacting protein 1 ;Krueppel-like factor 10 ;Transforming growth factor-beta-induced protein ig-h3
444	Signal peptidase complex	Dog	None	None	P13679;P61008;P67811;P83362;Q28250	404003;404005;404004;None;404016	MI:0401- biochemical	GO:0006886;GO:0006605;GO:0015031;GO:0005515;GO:0008565;GO:0005783	intracellular protein transport;protein targeting;protein transport;protein binding;protein transporter activity;endoplasmic reticulum	14.04;20.01.10;16.01;70.07	protein targeting, sorting and translocation;protein transport;protein binding;endoplasmic reticulum	SEC11C;SPCS3;SEC11A;SPCS1;SPCS2	None	8632014	None	None	Canis lupus familiaris (Dog) (Canis familiaris);Canis lupus familiaris (Dog) (Canis familiaris);Canis lupus familiaris (Dog) (Canis familiaris);Canis lupus familiaris (Dog) (Canis familiaris);Canis lupus familiaris (Dog) (Canis familiaris)	SEC11L3 SPC21;SPC22;SEC11L1 SPC18;SPC12;SPC25	Signal peptidase complex catalytic subunit SEC11C ;Signal peptidase complex subunit 3 ;Signal peptidase complex catalytic subunit SEC11A ;Signal peptidase complex subunit 1 ;Signal peptidase complex subunit 2
445	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	Human	None	None	O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9	6874;6314;8464;10474;27097;6878;6881;23450;6877;6879;6883;6880;6873;2648;8295;10629	MI:0004-affinity chromatography technologies;MI:0006-anti bait coimmunoprecipitation	GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573	DNA topological change;DNA-templated transcription, initiation;positive regulation of transcription, DNA-templated;chromosome organization;nucleus;histone acetylation	10.01.09.05;11.02.03.01.01;11.02.03.04.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription initiation;transcription activation;organization of chromosome structure;nucleus	TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L	Three other subunits of the complex were found in the analysis, which have not been further characterized. In following publications these proteins were identified as ataxin-7, splicing factor 3B subunit 3 and PAF65A.	10373431	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	TAF2C TAF2C1 TAF4A TAFII130 TAFII135;SCA7;SPT3;ADA3, TADA3L;PAF65B;TAF2E TAFII70;TAF2A TAF2H TAFII30;KIAA0017 SAP130;TAF2D;TAF2F TAFII55;TAF15 TAF2J TAFII20;TAF2G TAFII31;CIF150 TAF2B;GCN5, GCN5L2, HGCN5;PAF400;PAF65A	Transcription initiation factor TFIID subunit 4;Ataxin-7;Transcription initiation protein SPT3 homolog;Transcriptional adapter 3;TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L;Transcription initiation factor TFIID subunit 6;Transcription initiation factor TFIID subunit 10;Splicing factor 3B subunit 3;Transcription initiation factor TFIID subunit 5;Transcription initiation factor TFIID subunit 7;Transcription initiation factor TFIID subunit 12;Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 2;Histone acetyltransferase KAT2A;Transformation/transcription domain-associated protein;TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L
